Format Version,1.21,Take Name,Run_3_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.47.58 AM,Total Frames in Take,4035,Total Exported Frames,4035,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
225,1.875000,-0.017855,1.025004,0.021655,-0.393548,0.557544,0.168608,1.865064,0.017947,0.351865
226,1.883333,-0.017957,1.025034,0.021689,-0.393281,0.558987,0.173047,1.864990,0.017981,0.351887
227,1.891667,-0.018013,1.025015,0.021709,-0.392719,0.560291,0.177335,1.865022,0.017953,0.351873
228,1.900000,-0.018048,1.025006,0.021723,-0.391969,0.561323,0.181546,1.865016,0.017943,0.351874
229,1.908333,-0.018068,1.024992,0.021738,-0.390802,0.561935,0.185522,1.864978,0.017981,0.351885
230,1.916667,-0.018055,1.024960,0.021792,-0.389344,0.562232,0.189451,1.865029,0.017936,0.351869
231,1.925000,-0.018062,1.024947,0.021800,-0.387709,0.562246,0.193071,1.864933,0.018001,0.351899
232,1.933333,-0.018143,1.024884,0.021771,-0.385561,0.561885,0.196672,1.864977,0.017985,0.351887
233,1.941667,-0.018157,1.024887,0.021780,-0.383404,0.561318,0.200058,1.865034,0.017933,0.351869
234,1.950000,-0.018146,1.024888,0.021776,-0.380860,0.560285,0.203302,1.864926,0.018000,0.351901
235,1.958333,-0.018055,1.024951,0.021806,-0.377827,0.559230,0.206416,1.864983,0.017969,0.351884
236,1.966667,-0.018004,1.024957,0.021783,-0.374591,0.557829,0.209435,1.865145,0.017887,0.351838
237,1.975000,-0.017906,1.024936,0.021747,-0.370838,0.556150,0.212231,1.864976,0.017967,0.351887
238,1.983333,-0.017872,1.024960,0.021738,-0.367018,0.554279,0.214653,1.864929,0.018006,0.351903
239,1.991667,-0.017890,1.024986,0.021684,-0.362702,0.552159,0.217087,1.864862,0.018019,0.351918
240,2.000000,-0.017897,1.024996,0.021676,-0.357965,0.549931,0.219391,1.865059,0.017923,0.351860
241,2.008333,-0.017971,1.025035,0.021695,-0.353117,0.547348,0.221297,1.865034,0.017943,0.351872
242,2.016667,-0.017984,1.025038,0.021692,-0.347864,0.544502,0.223237,1.865092,0.017906,0.351851
243,2.025000,-0.017997,1.025029,0.021698,-0.342441,0.541379,0.224861,1.864954,0.018013,0.351900
244,2.033333,-0.018018,1.025027,0.021705,-0.336490,0.537983,0.226348,1.864990,0.017965,0.351882
245,2.041667,-0.018049,1.025015,0.021716,-0.330467,0.534582,0.227573,1.865035,0.017944,0.351869
246,2.050000,-0.018147,1.024951,0.021696,-0.324017,0.530790,0.228568,1.864939,0.017991,0.351898
247,2.058333,-0.018188,1.024930,0.021705,-0.317186,0.527016,0.229431,1.864967,0.017982,0.351893
248,2.066667,-0.018124,1.024958,0.021790,-0.309970,0.523113,0.230037,1.864992,0.017947,0.351876
249,2.075000,-0.018103,1.024957,0.021790,-0.302318,0.519009,0.230370,1.864928,0.018003,0.351902
250,2.083333,-0.018071,1.024950,0.021794,-0.294446,0.514949,0.230334,1.864917,0.018015,0.351906
251,2.091667,-0.018035,1.024952,0.021789,-0.286141,0.510749,0.230164,1.864932,0.017989,0.351900
252,2.100000,-0.018019,1.024951,0.021785,-0.277873,0.506556,0.229470,1.864982,0.017968,0.351886
253,2.108333,-0.018005,1.024968,0.021781,-0.269008,0.502134,0.228633,1.864976,0.017985,0.351888
254,2.116667,-0.017983,1.024979,0.021776,-0.259773,0.497750,0.227830,1.865038,0.017941,0.351871
255,2.125000,-0.017967,1.024982,0.021761,-0.250707,0.493347,0.226410,1.864900,0.018027,0.351914
256,2.133333,-0.017950,1.024989,0.021753,-0.241175,0.488760,0.224921,1.864991,0.017956,0.351879
257,2.141667,-0.017898,1.024951,0.021731,-0.231455,0.484232,0.223220,1.864947,0.018001,0.351901
258,2.150000,-0.017901,1.024957,0.021723,-0.221538,0.479546,0.221315,1.865057,0.017926,0.351861
259,2.158333,-0.017974,1.024999,0.021745,-0.211388,0.474957,0.219044,1.864916,0.017981,0.351898
260,2.166667,-0.018019,1.024992,0.021754,-0.200948,0.470531,0.216509,1.864961,0.017998,0.351896
261,2.175000,-0.018055,1.024986,0.021764,-0.190187,0.466190,0.213845,1.865009,0.017957,0.351878
262,2.183333,-0.018076,1.024977,0.021767,-0.179280,0.461843,0.210779,1.865005,0.017952,0.351876
263,2.191667,-0.018144,1.024918,0.021735,-0.168207,0.457702,0.207379,1.864873,0.018013,0.351914
264,2.200000,-0.018077,1.024975,0.021782,-0.156869,0.453917,0.203863,1.864951,0.017996,0.351896
265,2.208333,-0.018069,1.024965,0.021784,-0.145220,0.450082,0.199998,1.864926,0.017998,0.351900
266,2.216667,-0.018122,1.024904,0.021748,-0.133465,0.446404,0.195955,1.864969,0.017981,0.351891
267,2.225000,-0.018061,1.024942,0.021784,-0.121640,0.443140,0.191525,1.864968,0.017972,0.351888
268,2.233333,-0.018044,1.024952,0.021786,-0.109671,0.440128,0.186816,1.864914,0.017990,0.351901
269,2.241667,-0.017958,1.024914,0.021762,-0.097500,0.437155,0.181887,1.864920,0.017975,0.351899
270,2.250000,-0.017926,1.024914,0.021751,-0.085235,0.434496,0.176835,1.865028,0.017947,0.351872
271,2.258333,-0.017892,1.024930,0.021749,-0.072997,0.432127,0.171341,1.864977,0.017957,0.351883
272,2.266667,-0.017887,1.024934,0.021743,-0.060691,0.430136,0.165662,1.864895,0.018016,0.351910
273,2.275000,-0.017894,1.024942,0.021743,-0.048502,0.428248,0.159717,1.864903,0.018015,0.351909
274,2.283333,-0.017959,1.024987,0.021755,-0.036168,0.426603,0.153558,1.864966,0.017958,0.351887
275,2.291667,-0.017973,1.024984,0.021754,-0.023787,0.425072,0.147430,1.864967,0.017972,0.351890
276,2.300000,-0.017994,1.024977,0.021756,-0.011514,0.424101,0.140900,1.864890,0.018016,0.351911
277,2.308333,-0.018003,1.024981,0.021750,0.000729,0.423049,0.134456,1.864989,0.017953,0.351879
278,2.316667,-0.018017,1.024977,0.021751,0.012806,0.422250,0.127818,1.864931,0.017994,0.351902
279,2.325000,-0.018035,1.024970,0.021751,0.025061,0.422072,0.121010,1.864900,0.018004,0.351907
280,2.333333,-0.018047,1.024979,0.021764,0.036949,0.421919,0.113931,1.865046,0.017917,0.351861
281,2.341667,-0.018052,1.024981,0.021765,0.048944,0.422255,0.106791,1.864975,0.017962,0.351884
282,2.350000,-0.018102,1.024926,0.021729,0.060562,0.422680,0.099477,1.864997,0.017960,0.351879
283,2.358333,-0.018010,1.024979,0.021761,0.072290,0.423589,0.092084,1.864942,0.017967,0.351891
284,2.366667,-0.017980,1.024983,0.021765,0.083520,0.424605,0.084607,1.864989,0.017994,0.351889
285,2.375000,-0.017904,1.024947,0.021748,0.094834,0.426108,0.077062,1.864974,0.017978,0.351887
286,2.383333,-0.017887,1.024948,0.021747,0.105877,0.427886,0.069438,1.864923,0.017978,0.351895
287,2.391667,-0.017882,1.024952,0.021744,0.116631,0.429638,0.061777,1.864929,0.017996,0.351898
288,2.400000,-0.017878,1.024949,0.021744,0.127190,0.431987,0.054141,1.865026,0.017937,0.351869
289,2.408333,-0.017880,1.024950,0.021747,0.137468,0.434423,0.046286,1.864911,0.018007,0.351906
290,2.416667,-0.017877,1.024957,0.021747,0.147457,0.436938,0.038462,1.864951,0.017996,0.351896
291,2.425000,-0.017885,1.024963,0.021751,0.157144,0.439916,0.030615,1.864972,0.017970,0.351887
292,2.433333,-0.017904,1.024959,0.021750,0.166532,0.442824,0.022767,1.864960,0.017977,0.351891
293,2.441667,-0.017983,1.025003,0.021771,0.175660,0.446031,0.015090,1.864959,0.017973,0.351890
294,2.450000,-0.018006,1.025012,0.021777,0.183750,0.449014,0.007184,1.865018,0.017951,0.351874
295,2.458333,-0.018025,1.025012,0.021781,0.192532,0.452830,-0.000068,1.864992,0.017969,0.351884
296,2.466667,-0.018027,1.025010,0.021776,0.200741,0.456290,-0.007638,1.864964,0.017974,0.351886
297,2.475000,-0.018014,1.025011,0.021774,0.208854,0.459938,-0.015363,1.864923,0.018018,0.351908
298,2.483333,-0.017998,1.025016,0.021779,0.216510,0.463486,-0.022860,1.865044,0.017918,0.351864
299,2.491667,-0.017983,1.025019,0.021780,0.223662,0.467205,-0.030341,1.864989,0.017973,0.351885
300,2.500000,-0.017959,1.025022,0.021778,0.230579,0.471081,-0.037558,1.865003,0.017962,0.351883
301,2.508333,-0.017955,1.025021,0.021787,0.237114,0.474957,-0.044919,1.864982,0.017956,0.351879
302,2.516667,-0.017884,1.024985,0.021761,0.243285,0.478626,-0.051988,1.865024,0.017944,0.351871
303,2.525000,-0.017864,1.024989,0.021762,0.249238,0.482406,-0.059023,1.865036,0.017936,0.351865
304,2.533333,-0.017849,1.024981,0.021764,0.254535,0.486437,-0.065962,1.864895,0.018014,0.351910
305,2.541667,-0.017852,1.024984,0.021768,0.259615,0.490173,-0.072836,1.864941,0.017984,0.351896
306,2.550000,-0.017859,1.024982,0.021769,0.264419,0.494046,-0.079302,1.864922,0.018007,0.351904
307,2.558333,-0.017879,1.024980,0.021776,0.268873,0.497671,-0.085823,1.865035,0.017947,0.351869
308,2.566667,-0.017960,1.025020,0.021797,0.272973,0.501418,-0.092233,1.864965,0.017969,0.351889
309,2.575000,-0.017980,1.025025,0.021798,0.276564,0.505012,-0.098281,1.864967,0.017972,0.351890
310,2.583333,-0.017993,1.025022,0.021805,0.279821,0.508341,-0.104283,1.864918,0.018019,0.351909
311,2.591667,-0.018002,1.025023,0.021804,0.282938,0.511722,-0.109953,1.864915,0.018002,0.351904
312,2.600000,-0.018013,1.025023,0.021807,0.285591,0.515153,-0.115893,1.864957,0.017986,0.351891
313,2.608333,-0.018020,1.025029,0.021802,0.287812,0.518132,-0.121569,1.865033,0.017943,0.351873
314,2.616667,-0.018031,1.025039,0.021760,0.289893,0.520896,-0.126893,1.864991,0.017951,0.351879
315,2.625000,-0.018024,1.025033,0.021764,0.291437,0.523633,-0.132317,1.864989,0.017973,0.351884
316,2.633333,-0.017934,1.024988,0.021776,0.292979,0.526129,-0.137214,1.865062,0.017932,0.351863
317,2.641667,-0.017981,1.025049,0.021756,0.293996,0.528343,-0.142169,1.864956,0.017985,0.351893
318,2.650000,-0.017888,1.024998,0.021776,0.294676,0.530206,-0.146838,1.864912,0.018009,0.351905
319,2.658333,-0.017872,1.024997,0.021774,0.295212,0.532176,-0.151393,1.865013,0.017962,0.351876
320,2.666667,-0.017874,1.024990,0.021784,0.295358,0.533808,-0.155774,1.864983,0.017971,0.351886
321,2.675000,-0.017887,1.024988,0.021788,0.295235,0.535153,-0.159958,1.864934,0.017994,0.351901
322,2.683333,-0.017897,1.024983,0.021798,0.294730,0.536261,-0.163950,1.864984,0.017962,0.351881
323,2.691667,-0.017905,1.024974,0.021803,0.294004,0.537227,-0.167737,1.864976,0.017985,0.351888
324,2.700000,-0.017918,1.024970,0.021808,0.292943,0.537878,-0.171361,1.864986,0.017967,0.351885
325,2.708333,-0.017935,1.024974,0.021815,0.291490,0.538272,-0.174907,1.864962,0.017969,0.351889
326,2.716667,-0.018010,1.025009,0.021841,0.289899,0.538454,-0.178006,1.864958,0.017985,0.351895
327,2.725000,-0.018020,1.025010,0.021846,0.287975,0.538527,-0.181054,1.864976,0.017982,0.351889
328,2.733333,-0.018051,1.025024,0.021808,0.285662,0.538287,-0.183944,1.864958,0.017975,0.351890
329,2.741667,-0.018039,1.025012,0.021846,0.283149,0.537702,-0.186517,1.865003,0.017957,0.351878
330,2.750000,-0.018047,1.025029,0.021797,0.280338,0.536900,-0.188843,1.865047,0.017945,0.351866
331,2.758333,-0.018026,1.025042,0.021788,0.277245,0.535833,-0.191059,1.865010,0.017952,0.351876
332,2.766667,-0.018000,1.025029,0.021824,0.273823,0.534567,-0.192751,1.865053,0.017936,0.351865
333,2.775000,-0.017982,1.025033,0.021807,0.270351,0.533046,-0.194670,1.865050,0.017952,0.351870
334,2.783333,-0.017978,1.025032,0.021804,0.266499,0.531419,-0.196315,1.864964,0.017980,0.351890
335,2.791667,-0.017912,1.024989,0.021779,0.262157,0.529567,-0.197633,1.864981,0.017976,0.351886
336,2.800000,-0.017914,1.024993,0.021774,0.257577,0.527366,-0.198811,1.865085,0.017912,0.351855
337,2.808333,-0.017895,1.024988,0.021766,0.252836,0.524946,-0.199678,1.865004,0.017925,0.351871
338,2.816667,-0.017906,1.024977,0.021766,0.247810,0.522488,-0.200301,1.865085,0.017919,0.351857
339,2.825000,-0.017915,1.024969,0.021772,0.242449,0.519706,-0.200711,1.864943,0.018004,0.351899
340,2.833333,-0.017988,1.025001,0.021790,0.236951,0.516879,-0.200687,1.864968,0.017971,0.351888
341,2.841667,-0.017997,1.025012,0.021795,0.230893,0.513928,-0.200706,1.864977,0.017964,0.351883
342,2.850000,-0.018018,1.025002,0.021792,0.224770,0.510737,-0.200315,1.864945,0.018012,0.351903
343,2.858333,-0.018024,1.025005,0.021791,0.218345,0.507522,-0.199499,1.864982,0.017969,0.351885
344,2.866667,-0.018027,1.025007,0.021792,0.211689,0.503908,-0.198735,1.865069,0.017922,0.351861
345,2.875000,-0.018024,1.025013,0.021796,0.204966,0.500187,-0.197737,1.865013,0.017937,0.351873
346,2.883333,-0.018015,1.025017,0.021806,0.197290,0.496523,-0.196296,1.865045,0.017930,0.351866
347,2.891667,-0.018009,1.025018,0.021805,0.189875,0.492871,-0.194570,1.865012,0.017962,0.351877
348,2.900000,-0.017997,1.025036,0.021800,0.182157,0.488927,-0.192776,1.865085,0.017922,0.351855
349,2.908333,-0.017953,1.025012,0.021735,0.174283,0.485118,-0.190616,1.864927,0.017994,0.351901
350,2.916667,-0.017966,1.025043,0.021785,0.166052,0.481249,-0.188116,1.865028,0.017957,0.351873
351,2.925000,-0.017899,1.025001,0.021762,0.158215,0.477216,-0.185606,1.865025,0.017947,0.351874
352,2.933333,-0.017892,1.025001,0.021755,0.149560,0.473171,-0.182797,1.864933,0.017994,0.351900
353,2.941667,-0.017894,1.024995,0.021761,0.140738,0.469333,-0.179592,1.865041,0.017938,0.351866
354,2.950000,-0.017894,1.024997,0.021764,0.131705,0.465439,-0.176139,1.864939,0.017993,0.351898
355,2.958333,-0.017908,1.024981,0.021765,0.122515,0.461755,-0.172470,1.865025,0.017948,0.351874
356,2.966667,-0.017971,1.025021,0.021794,0.113199,0.457952,-0.168446,1.865134,0.017889,0.351840
357,2.975000,-0.017936,1.024971,0.021777,0.103656,0.454270,-0.164134,1.864978,0.017976,0.351887
358,2.983333,-0.017991,1.025010,0.021804,0.093939,0.450707,-0.159588,1.865052,0.017937,0.351863
359,2.991667,-0.018009,1.025003,0.021806,0.084121,0.447241,-0.154817,1.865066,0.017925,0.351859
360,3.000000,-0.018020,1.025001,0.021800,0.074098,0.443900,-0.149820,1.864953,0.017967,0.351889
361,3.008333,-0.018026,1.025002,0.021799,0.063930,0.440738,-0.144505,1.864981,0.017979,0.351887
362,3.016667,-0.018024,1.025008,0.021795,0.053636,0.437846,-0.138863,1.865020,0.017950,0.351873
363,3.025000,-0.018014,1.025012,0.021787,0.043259,0.434981,-0.133167,1.865021,0.017962,0.351877
364,3.033333,-0.017957,1.024975,0.021764,0.032912,0.432332,-0.127210,1.864951,0.017993,0.351896
365,3.041667,-0.017989,1.025024,0.021777,0.022326,0.429866,-0.121013,1.865069,0.017941,0.351864
366,3.050000,-0.017949,1.024994,0.021706,0.011686,0.427589,-0.114657,1.865024,0.017954,0.351875
367,3.058333,-0.017971,1.025024,0.021766,0.001103,0.425501,-0.107958,1.864949,0.017968,0.351889
368,3.066667,-0.017955,1.025034,0.021757,-0.009493,0.423744,-0.101031,1.865028,0.017964,0.351878
369,3.075000,-0.017924,1.025010,0.021705,-0.020115,0.422162,-0.093952,1.865009,0.017946,0.351875
370,3.083333,-0.017954,1.025025,0.021758,-0.030728,0.420757,-0.086922,1.865026,0.017929,0.351870
371,3.091667,-0.017964,1.025015,0.021763,-0.041492,0.419665,-0.079543,1.864957,0.017982,0.351895
372,3.100000,-0.017977,1.025009,0.021768,-0.052010,0.418894,-0.071996,1.864943,0.017983,0.351894
373,3.108333,-0.017994,1.025005,0.021777,-0.062451,0.418177,-0.064397,1.865060,0.017910,0.351856
374,3.116667,-0.018006,1.024997,0.021779,-0.072883,0.417695,-0.056558,1.865016,0.017968,0.351878
375,3.125000,-0.018011,1.024997,0.021782,-0.083100,0.417672,-0.048592,1.864988,0.017957,0.351878
376,3.133333,-0.018027,1.024998,0.021783,-0.093363,0.417842,-0.040571,1.865053,0.017943,0.351867
377,3.141667,-0.018025,1.024994,0.021785,-0.103362,0.418260,-0.032459,1.865012,0.017942,0.351873
378,3.150000,-0.018028,1.024986,0.021780,-0.113377,0.418953,-0.024172,1.864939,0.017989,0.351897
379,3.158333,-0.018023,1.024989,0.021772,-0.123047,0.419810,-0.015815,1.865032,0.017943,0.351867
380,3.166667,-0.018016,1.024988,0.021763,-0.132695,0.420966,-0.007536,1.865007,0.017947,0.351875
381,3.175000,-0.018000,1.024995,0.021763,-0.142121,0.422272,0.000844,1.865010,0.017956,0.351877
382,3.183333,-0.017999,1.024999,0.021754,-0.151397,0.424051,0.009159,1.865036,0.017952,0.351875
383,3.191667,-0.017987,1.025003,0.021757,-0.160425,0.425808,0.017608,1.865103,0.017913,0.351851
384,3.200000,-0.017986,1.025002,0.021753,-0.169010,0.428093,0.026124,1.865094,0.017913,0.351853
385,3.208333,-0.017981,1.025007,0.021754,-0.177552,0.430270,0.034638,1.865004,0.017937,0.351873
386,3.216667,-0.017984,1.024999,0.021749,-0.186024,0.432806,0.042918,1.864917,0.018007,0.351908
387,3.225000,-0.017993,1.025000,0.021758,-0.194095,0.435333,0.051357,1.865091,0.017912,0.351850
388,3.233333,-0.018019,1.025008,0.021716,-0.201937,0.438197,0.059537,1.865021,0.017950,0.351876
389,3.241667,-0.018016,1.024987,0.021761,-0.209419,0.441242,0.067984,1.865046,0.017934,0.351865
390,3.250000,-0.018031,1.024981,0.021765,-0.216722,0.444338,0.076100,1.865043,0.017950,0.351868
391,3.258333,-0.018039,1.024982,0.021770,-0.223705,0.447471,0.084272,1.864990,0.017960,0.351878
392,3.266667,-0.018040,1.024969,0.021770,-0.230288,0.450748,0.092275,1.864992,0.017940,0.351873
393,3.275000,-0.018049,1.024974,0.021775,-0.236758,0.454113,0.100211,1.864477,0.017844,0.351795
394,3.283333,-0.018051,1.024974,0.021774,-0.242816,0.457613,0.108033,1.864991,0.017984,0.351887
395,3.291667,-0.018046,1.024975,0.021772,-0.248630,0.461053,0.115788,1.865073,0.017925,0.351860
396,3.300000,-0.018095,1.024930,0.021738,-0.254227,0.464554,0.123304,1.865129,0.017888,0.351840
397,3.308333,-0.018027,1.024984,0.021762,-0.259321,0.468197,0.130830,1.865006,0.017937,0.351873
398,3.316667,-0.018009,1.024988,0.021762,-0.264226,0.471756,0.138195,1.865012,0.017956,0.351876
399,3.325000,-0.018009,1.024988,0.021757,-0.268799,0.475234,0.145285,1.865026,0.017938,0.351870
400,3.333333,-0.018000,1.024994,0.021754,-0.273010,0.478907,0.152300,1.865033,0.017933,0.351867
401,3.341667,-0.018012,1.025008,0.021710,-0.277035,0.482475,0.159280,1.865066,0.017925,0.351859
402,3.350000,-0.018002,1.025006,0.021755,-0.280578,0.485982,0.165820,1.865036,0.017944,0.351870
403,3.358333,-0.018000,1.025000,0.021756,-0.283952,0.489442,0.172481,1.865048,0.017936,0.351867
404,3.366667,-0.018027,1.025014,0.021715,-0.286826,0.492876,0.178811,1.865014,0.017980,0.351884
405,3.375000,-0.018023,1.024995,0.021754,-0.289541,0.496082,0.184930,1.864969,0.017972,0.351887
406,3.383333,-0.018031,1.024983,0.021763,-0.292035,0.499370,0.191062,1.865027,0.017947,0.351872
407,3.391667,-0.018041,1.024985,0.021764,-0.294108,0.502394,0.196843,1.864971,0.017959,0.351883
408,3.400000,-0.018105,1.024930,0.021732,-0.295913,0.505377,0.202416,1.865016,0.017970,0.351879
409,3.408333,-0.018052,1.024980,0.021773,-0.297424,0.508013,0.207813,1.865067,0.017926,0.351860
410,3.416667,-0.018053,1.024977,0.021770,-0.298575,0.510877,0.213224,1.864993,0.017964,0.351883
411,3.425000,-0.018051,1.024982,0.021771,-0.299467,0.513325,0.218224,1.865077,0.017929,0.351861
412,3.433333,-0.018097,1.024940,0.021741,-0.300134,0.515632,0.223026,1.864968,0.017964,0.351882
413,3.441667,-0.018038,1.024995,0.021772,-0.300597,0.517907,0.227575,1.865008,0.017953,0.351876
414,3.450000,-0.018015,1.024992,0.021766,-0.300665,0.519963,0.232059,1.865057,0.017938,0.351865
415,3.458333,-0.018006,1.025002,0.021761,-0.300394,0.521526,0.236246,1.865027,0.017955,0.351873
416,3.466667,-0.018007,1.025000,0.021763,-0.300005,0.523203,0.240340,1.865030,0.017940,0.351870
417,3.475000,-0.017998,1.024999,0.021759,-0.299350,0.524519,0.244112,1.865042,0.017955,0.351873
418,3.483333,-0.017998,1.025008,0.021756,-0.298324,0.525618,0.247802,1.864956,0.018004,0.351899
419,3.491667,-0.018007,1.025008,0.021762,-0.296913,0.526495,0.251228,1.864901,0.017991,0.351905
420,3.500000,-0.018028,1.025016,0.021713,-0.295536,0.527209,0.254335,1.865010,0.017946,0.351874
421,3.508333,-0.018018,1.025000,0.021757,-0.293738,0.527814,0.257371,1.864971,0.017986,0.351892
422,3.516667,-0.018027,1.024999,0.021760,-0.291737,0.527873,0.260181,1.865075,0.017905,0.351852
423,3.525000,-0.018032,1.025002,0.021767,-0.289477,0.527959,0.262750,1.864963,0.018001,0.351897
424,3.533333,-0.018041,1.024987,0.021770,-0.286941,0.527604,0.265129,1.865113,0.017894,0.351845
425,3.541667,-0.018042,1.024987,0.021772,-0.284181,0.527198,0.267193,1.865015,0.017945,0.351873
426,3.550000,-0.018038,1.024982,0.021774,-0.281235,0.526466,0.269007,1.864942,0.017983,0.351892
427,3.558333,-0.018093,1.024933,0.021741,-0.277830,0.525652,0.270686,1.865024,0.017949,0.351873
428,3.566667,-0.018081,1.024936,0.021737,-0.274448,0.524595,0.271979,1.865016,0.017965,0.351880
429,3.575000,-0.018014,1.024989,0.021772,-0.270509,0.523320,0.273281,1.864947,0.017977,0.351892
430,3.583333,-0.018008,1.024989,0.021765,-0.266614,0.521836,0.274053,1.865058,0.017938,0.351864
431,3.591667,-0.018000,1.024993,0.021771,-0.262256,0.520176,0.274760,1.864956,0.017979,0.351892
432,3.600000,-0.018009,1.025010,0.021722,-0.257854,0.518430,0.275124,1.865032,0.017942,0.351868
433,3.608333,-0.017992,1.024995,0.021767,-0.253136,0.516355,0.275342,1.865085,0.017913,0.351855
434,3.616667,-0.017990,1.024995,0.021764,-0.248142,0.514136,0.275321,1.865073,0.017921,0.351856
435,3.625000,-0.017999,1.024994,0.021762,-0.243101,0.511788,0.275018,1.865059,0.017915,0.351859
436,3.633333,-0.018000,1.024999,0.021767,-0.237684,0.509204,0.274380,1.864972,0.017969,0.351885
437,3.641667,-0.018004,1.024992,0.021761,-0.232035,0.506464,0.273587,1.865076,0.017927,0.351858
438,3.650000,-0.018017,1.025007,0.021775,-0.226348,0.503723,0.272495,1.865002,0.017965,0.351880
439,3.658333,-0.018016,1.024989,0.021773,-0.220259,0.500636,0.271074,1.865021,0.017950,0.351876
440,3.666667,-0.018025,1.024985,0.021776,-0.214076,0.497654,0.269429,1.865023,0.017950,0.351875
441,3.675000,-0.018025,1.024991,0.021775,-0.207642,0.494344,0.267458,1.865014,0.017962,0.351878
442,3.683333,-0.018032,1.024987,0.021775,-0.200867,0.491016,0.265398,1.864877,0.018017,0.351915
443,3.691667,-0.018027,1.024984,0.021773,-0.194078,0.487731,0.262840,1.865103,0.017905,0.351848
444,3.700000,-0.018015,1.024981,0.021775,-0.187075,0.484415,0.260127,1.864830,0.018041,0.351930
445,3.708333,-0.018012,1.024987,0.021774,-0.179830,0.480791,0.257218,1.864961,0.017995,0.351894
446,3.716667,-0.018068,1.024934,0.021738,-0.172367,0.477320,0.253952,1.864953,0.017988,0.351894
447,3.725000,-0.017997,1.024987,0.021777,-0.164891,0.473854,0.250431,1.864970,0.017960,0.351884
448,3.733333,-0.017990,1.024990,0.021774,-0.157162,0.470301,0.246593,1.864999,0.017957,0.351880
449,3.741667,-0.017987,1.024988,0.021764,-0.149271,0.466973,0.242547,1.864952,0.017974,0.351892
450,3.750000,-0.017940,1.024950,0.021753,-0.141220,0.463349,0.238191,1.864976,0.017984,0.351890
451,3.758333,-0.017993,1.024987,0.021769,-0.133007,0.459896,0.233545,1.865060,0.017932,0.351861
452,3.766667,-0.018051,1.024927,0.021739,-0.124782,0.456659,0.228537,1.864990,0.017972,0.351882
453,3.775000,-0.017991,1.024981,0.021767,-0.116351,0.453358,0.223381,1.865018,0.017951,0.351874
454,3.783333,-0.018000,1.024984,0.021776,-0.107701,0.450182,0.217967,1.864911,0.018019,0.351910
455,3.791667,-0.018003,1.024977,0.021771,-0.099083,0.447071,0.212336,1.865024,0.017954,0.351875
456,3.800000,-0.018065,1.024931,0.021741,-0.090378,0.444103,0.206374,1.865006,0.017963,0.351879
457,3.808333,-0.018061,1.024926,0.021737,-0.081540,0.441300,0.200145,1.865048,0.017938,0.351868
458,3.816667,-0.018005,1.024977,0.021773,-0.072718,0.438581,0.193717,1.865016,0.017944,0.351872
459,3.825000,-0.018007,1.024983,0.021772,-0.063631,0.436163,0.187156,1.864952,0.018003,0.351900
460,3.833333,-0.017989,1.024980,0.021772,-0.054723,0.433633,0.180292,1.864942,0.017977,0.351895
461,3.841667,-0.017985,1.024974,0.021772,-0.045618,0.431369,0.173284,1.865001,0.017967,0.351880
462,3.850000,-0.017964,1.024980,0.021772,-0.036559,0.429400,0.166024,1.865015,0.017945,0.351872
463,3.858333,-0.017969,1.024978,0.021768,-0.027625,0.427442,0.158499,1.865066,0.017924,0.351859
464,3.866667,-0.017958,1.024981,0.021762,-0.018549,0.425937,0.150785,1.864992,0.017978,0.351888
