Format Version,1.21,Take Name,Run_1_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.45.57 AM,Total Frames in Take,4156,Total Exported Frames,4156,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:104,Unlabeled:104,Unlabeled:104
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2474,20.616667,,,,-0.018157,1.024996,0.021661,1.865121,0.017853,0.351831,-0.260630,0.458630,-0.005956,,,
2475,20.625000,,,,-0.018096,1.025042,0.021692,1.864666,0.017710,0.351732,-0.255023,0.456237,-0.005212,,,
2476,20.633333,,,,-0.018155,1.024993,0.021662,1.865208,0.017800,0.351801,-0.248946,0.453906,-0.004229,,,
2477,20.641667,,,,-0.018150,1.024995,0.021665,1.864718,0.017690,0.351718,-0.242660,0.451451,-0.003159,,,
2478,20.650000,,,,-0.018092,1.025036,0.021693,1.865151,0.017850,0.351824,-0.236159,0.448992,-0.002274,,,
2479,20.658333,,,,-0.018074,1.025031,0.021740,1.864623,0.017730,0.351745,-0.229517,0.446465,-0.001246,,,
2480,20.666667,,,,-0.018155,1.024984,0.021663,1.864614,0.017752,0.351750,-0.222513,0.443913,-0.000188,,,
2481,20.675000,,,,-0.018087,1.025036,0.021700,1.865088,0.017856,0.351837,-0.215238,0.441664,0.000934,,,
2482,20.683333,,,,-0.018090,1.025042,0.021699,1.864599,0.017748,0.351751,-0.207741,0.439192,0.002133,,,
2483,20.691667,,,,-0.018149,1.024988,0.021663,1.864557,0.017764,0.351762,-0.200192,0.436820,0.003254,,,
2484,20.700000,,,,-0.018096,1.025036,0.021696,1.864602,0.017743,0.351752,-0.192051,0.434717,0.004445,,,
2485,20.708333,,,,-0.018084,1.025037,0.021698,1.864512,0.017778,0.351777,-0.183953,0.432475,0.005741,,,
2486,20.716667,,,,-0.018136,1.024967,0.021706,1.865108,0.017848,0.351833,-0.175711,0.430217,0.006896,,,
2487,20.725000,,,,-0.018143,1.024983,0.021664,1.865122,0.017849,0.351829,-0.167237,0.428036,0.008124,,,
2488,20.733333,,,,-0.018152,1.024989,0.021671,1.864636,0.017727,0.351741,-0.158510,0.426187,0.009621,,,
2489,20.741667,,,,-0.018077,1.025037,0.021699,1.864599,0.017754,0.351755,-0.149700,0.424370,0.010991,,,
2490,20.750000,,,,-0.018144,1.024983,0.021667,1.865138,0.017827,0.351818,-0.140497,0.422617,0.012417,,,
2491,20.758333,,,,-0.018078,1.025035,0.021693,1.865121,0.017853,0.351831,-0.131556,0.420758,0.013555,,,
2492,20.766667,,,,-0.018139,1.024979,0.021664,1.864653,0.017714,0.351735,-0.122260,0.419410,0.015020,,,
2493,20.775000,,,,-0.018137,1.024983,0.021663,1.864636,0.017727,0.351741,-0.112821,0.417956,0.016351,,,
2494,20.783333,,,,-0.018075,1.025029,0.021696,1.864647,0.017740,0.351742,-0.103221,0.416626,0.017873,,,
2495,20.791667,,,,-0.018135,1.024987,0.021665,1.865104,0.017863,0.351837,-0.093616,0.415475,0.019366,,,
2496,20.800000,,,,-0.018076,1.025036,0.021701,1.865074,0.017871,0.351843,-0.083878,0.414504,0.020780,,,
2497,20.808333,,,,-0.018137,1.024979,0.021656,1.865130,0.017830,0.351825,-0.074178,0.413736,0.022223,,,
2498,20.816667,,,,-0.018050,1.025028,0.021740,1.864603,0.017742,0.351750,-0.064314,0.413093,0.023676,,,
2499,20.825000,,,,-0.018054,1.025019,0.021738,1.865084,0.017852,0.351836,-0.054355,0.412579,0.025196,,,
2500,20.833333,,,,-0.018056,1.025022,0.021737,1.865074,0.017878,0.351848,-0.044525,0.412343,0.026596,,,
2501,20.841667,,,,-0.018066,1.025038,0.021700,1.865062,0.017898,0.351852,-0.034653,0.412148,0.028057,,,
2502,20.850000,,,,-0.018075,1.025035,0.021696,1.864631,0.017737,0.351744,-0.024695,0.412142,0.029476,,,
2503,20.858333,,,,-0.018069,1.025032,0.021694,1.864613,0.017725,0.351741,-0.014740,0.412230,0.031023,,,
2504,20.866667,,,,-0.018048,1.025024,0.021739,1.864559,0.017782,0.351769,-0.004873,0.412662,0.032350,,,
2505,20.875000,,,,-0.018041,1.025028,0.021737,1.865075,0.017858,0.351837,0.004900,0.412972,0.033935,,,
2506,20.883333,,,,-0.018040,1.025028,0.021732,1.865127,0.017833,0.351825,0.014610,0.413673,0.035200,,,
2507,20.891667,,,,-0.018057,1.025047,0.021694,1.865109,0.017836,0.351827,0.024420,0.414597,0.036710,,,
2508,20.900000,,,,-0.018037,1.025026,0.021736,1.864562,0.017772,0.351765,0.034217,0.415465,0.038104,,,
2509,20.908333,,,,-0.018053,1.025047,0.021695,1.864524,0.017775,0.351771,0.043646,0.416517,0.039553,,,
2510,20.916667,,,,-0.018027,1.025030,0.021732,1.864606,0.017751,0.351751,0.053034,0.417737,0.040814,,,
2511,20.925000,,,,-0.018032,1.025032,0.021735,1.864600,0.017752,0.351752,0.062441,0.419188,0.042232,,,
2512,20.933333,,,,-0.018030,1.025033,0.021734,1.864555,0.017759,0.351760,0.071718,0.420673,0.043422,,,
2513,20.941667,,,,-0.018044,1.025044,0.021688,1.864591,0.017734,0.351749,0.080704,0.422263,0.044700,,,
2514,20.950000,,,,-0.018031,1.025029,0.021730,1.865121,0.017844,0.351825,0.089571,0.423940,0.046009,,,
2515,20.958333,,,,-0.018044,1.025042,0.021694,1.865135,0.017848,0.351824,0.098347,0.425853,0.047413,,,
2516,20.966667,,,,-0.018050,1.025045,0.021696,1.864540,0.017779,0.351772,0.106946,0.427787,0.048543,,,
2517,20.975000,,,,-0.018026,1.025035,0.021732,1.864565,0.017757,0.351762,0.115353,0.429841,0.049760,,,
2518,20.983333,,,,-0.018024,1.025037,0.021729,1.865152,0.017844,0.351824,0.123465,0.431887,0.050937,,,
2519,20.991667,,,,-0.018085,1.024989,0.021698,1.865074,0.017871,0.351844,0.131456,0.433963,0.051905,,,
2520,21.000000,,,,-0.018047,1.025054,0.021697,1.865083,0.017855,0.351840,0.139311,0.436176,0.053018,,,
2521,21.008333,,,,-0.018047,1.025047,0.021691,1.864605,0.017730,0.351746,0.146916,0.438588,0.054041,,,
2522,21.016667,,,,-0.018019,1.025044,0.021743,1.864572,0.017754,0.351759,0.154439,0.440729,0.055111,,,
2523,21.025000,,,,-0.018025,1.025030,0.021739,1.864568,0.017771,0.351766,0.161440,0.443222,0.056142,,,
2524,21.033333,,,,-0.018015,1.025040,0.021733,1.864517,0.017793,0.351778,0.168373,0.445482,0.057053,,,
2525,21.041667,,,,-0.018021,1.025041,0.021732,1.864649,0.017740,0.351740,0.174911,0.447668,0.057982,,,
2526,21.050000,,,,-0.018100,1.025006,0.021663,1.865085,0.017848,0.351834,0.180761,0.449899,0.058554,,,
2527,21.058333,,,,-0.018028,1.025040,0.021736,1.865067,0.017895,0.351850,0.187374,0.452531,0.059681,,,
2528,21.066667,,,,-0.018040,1.025062,0.021696,1.864559,0.017768,0.351764,0.193305,0.454908,0.060484,,,
2529,21.075000,,,,-0.018043,1.025055,0.021698,1.864535,0.017800,0.351774,0.198934,0.457180,0.061359,,,
2530,21.083333,,,,-0.018022,1.025045,0.021737,1.864655,0.017718,0.351737,0.204749,0.459389,0.061926,,,
2531,21.091667,,,,-0.018020,1.025051,0.021735,1.865045,0.017889,0.351854,0.209724,0.461529,0.062458,,,
2532,21.100000,,,,-0.018017,1.025042,0.021732,1.864535,0.017795,0.351774,0.214445,0.463602,0.063008,,,
2533,21.108333,,,,-0.018024,1.025049,0.021735,1.864516,0.017784,0.351773,0.219292,0.465707,0.063686,,,
2534,21.116667,,,,-0.018031,1.025062,0.021696,1.864578,0.017762,0.351760,0.223357,0.467579,0.064207,,,
2535,21.125000,,,,-0.018020,1.025050,0.021739,1.864571,0.017750,0.351759,0.227523,0.469613,0.064821,,,
2536,21.133333,,,,-0.018036,1.025063,0.021704,1.864529,0.017792,0.351776,0.231484,0.471477,0.065231,,,
2537,21.141667,,,,-0.018035,1.025060,0.021697,1.865080,0.017860,0.351839,0.234828,0.473187,0.065733,,,
2538,21.150000,,,,-0.018032,1.025069,0.021704,1.865140,0.017834,0.351820,0.238088,0.474736,0.066064,,,
2539,21.158333,,,,-0.018043,1.025066,0.021702,1.864516,0.017794,0.351781,0.241084,0.476247,0.066287,,,
2540,21.166667,,,,-0.018029,1.025070,0.021693,1.864591,0.017740,0.351754,0.243703,0.477560,0.066699,,,
2541,21.175000,,,,-0.018014,1.025058,0.021738,1.864560,0.017770,0.351766,0.246168,0.478694,0.067010,,,
2542,21.183333,,,,-0.018035,1.025069,0.021698,1.865132,0.017852,0.351828,0.248297,0.479874,0.067239,,,
2543,21.191667,,,,-0.018033,1.025067,0.021694,1.864506,0.017790,0.351778,0.250043,0.480923,0.067332,,,
2544,21.200000,,,,-0.018033,1.025068,0.021697,1.864598,0.017744,0.351748,0.251700,0.481601,0.067508,,,
2545,21.208333,,,,-0.018029,1.025062,0.021696,1.864652,0.017724,0.351737,0.252912,0.482381,0.067618,,,
2546,21.216667,,,,-0.018016,1.025056,0.021742,1.864543,0.017784,0.351771,0.254158,0.482902,0.067841,,,
2547,21.225000,,,,-0.018098,1.025015,0.021671,1.865109,0.017871,0.351836,0.254686,0.483227,0.067726,,,
2548,21.233333,,,,-0.018036,1.025066,0.021700,1.864459,0.017841,0.351799,0.255121,0.483453,0.067745,,,
2549,21.241667,,,,-0.018093,1.025015,0.021668,1.864500,0.017802,0.351783,0.255271,0.483525,0.067709,,,
2550,21.250000,,,,-0.018032,1.025073,0.021698,1.865086,0.017869,0.351841,0.255211,0.483476,0.067595,,,
2551,21.258333,,,,-0.018030,1.025069,0.021699,1.865061,0.017886,0.351848,0.254825,0.483277,0.067478,,,
2552,21.266667,,,,-0.018034,1.025073,0.021697,1.864487,0.017826,0.351793,0.254339,0.483014,0.067393,,,
2553,21.275000,,,,-0.018035,1.025066,0.021699,1.865086,0.017886,0.351844,0.253368,0.482528,0.067154,,,
2554,21.283333,,,,-0.018029,1.025072,0.021701,1.864551,0.017796,0.351772,0.252173,0.481883,0.066942,,,
2555,21.291667,,,,-0.018032,1.025067,0.021702,1.864544,0.017770,0.351765,0.250621,0.481058,0.066783,,,
2556,21.300000,,,,-0.018009,1.025059,0.021742,1.865042,0.017884,0.351854,0.248964,0.480097,0.066481,,,
2557,21.308333,,,,-0.018037,1.025066,0.021707,1.864527,0.017789,0.351776,0.246839,0.479047,0.066098,,,
2558,21.316667,,,,-0.018078,1.025008,0.021711,1.865048,0.017870,0.351845,0.244543,0.477858,0.065688,,,
2559,21.325000,,,,-0.018031,1.025069,0.021703,1.864451,0.017834,0.351800,0.242036,0.476449,0.065305,,,
2560,21.333333,,,,-0.018019,1.025054,0.021748,1.865034,0.017894,0.351857,0.239139,0.475115,0.064878,,,
2561,21.341667,,,,-0.018029,1.025063,0.021702,1.864514,0.017774,0.351771,0.236106,0.473540,0.064416,,,
2562,21.350000,,,,-0.018036,1.025061,0.021705,1.864598,0.017744,0.351750,0.232715,0.471969,0.063836,,,
2563,21.358333,,,,-0.018019,1.025051,0.021747,1.864487,0.017826,0.351793,0.229111,0.470222,0.063237,,,
2564,21.366667,,,,-0.018037,1.025064,0.021703,1.864987,0.017923,0.351871,0.225042,0.468222,0.062593,,,
2565,21.375000,,,,-0.018018,1.025057,0.021744,1.864483,0.017824,0.351789,0.220696,0.466234,0.061989,,,
2566,21.383333,,,,-0.018022,1.025052,0.021740,1.864442,0.017799,0.351794,0.216481,0.464260,0.061521,,,
2567,21.391667,,,,-0.018029,1.025046,0.021743,1.864518,0.017791,0.351777,0.211685,0.462165,0.060764,,,
2568,21.400000,,,,-0.018082,1.024991,0.021711,1.864555,0.017772,0.351763,0.206902,0.460076,0.060124,,,
2569,21.408333,,,,-0.018039,1.025061,0.021704,1.864584,0.017765,0.351760,0.201208,0.457886,0.059259,,,
2570,21.416667,,,,-0.018023,1.025051,0.021744,1.865088,0.017855,0.351837,0.195824,0.455623,0.058505,,,
2571,21.425000,,,,-0.018017,1.025052,0.021740,1.865019,0.017910,0.351865,0.190010,0.453340,0.057710,,,
2572,21.433333,,,,-0.018032,1.025060,0.021696,1.865089,0.017855,0.351837,0.184043,0.451129,0.056803,,,
2573,21.441667,,,,-0.018039,1.025065,0.021696,1.865016,0.017896,0.351860,0.177776,0.448525,0.055676,,,
2574,21.450000,,,,-0.018079,1.024991,0.021703,1.864529,0.017795,0.351777,0.171562,0.446331,0.054962,,,
2575,21.458333,,,,-0.018040,1.025058,0.021699,1.864518,0.017796,0.351777,0.164971,0.444060,0.054013,,,
2576,21.466667,,,,-0.018045,1.025055,0.021700,1.864550,0.017792,0.351771,0.158149,0.441703,0.053001,,,
2577,21.475000,,,,-0.018026,1.025045,0.021741,1.865038,0.017896,0.351856,0.151039,0.439601,0.052081,,,
2578,21.483333,,,,-0.018024,1.025037,0.021740,1.865154,0.017855,0.351824,0.143835,0.437280,0.051071,,,
2579,21.491667,,,,-0.018043,1.025049,0.021697,1.865114,0.017867,0.351835,0.136079,0.434926,0.049847,,,
2580,21.500000,,,,-0.018042,1.025062,0.021700,1.865084,0.017891,0.351846,0.128429,0.432821,0.048876,,,
2581,21.508333,,,,-0.018040,1.025060,0.021701,1.864587,0.017774,0.351760,0.120495,0.430798,0.047765,,,
2582,21.516667,,,,-0.018029,1.025047,0.021746,1.864518,0.017770,0.351771,0.112420,0.428758,0.046504,,,
2583,21.525000,,,,-0.018028,1.025040,0.021740,1.864488,0.017819,0.351789,0.104278,0.426827,0.045417,,,
2584,21.533333,,,,-0.018039,1.025053,0.021706,1.865102,0.017891,0.351843,0.095884,0.425007,0.044153,,,
2585,21.541667,,,,-0.018028,1.025039,0.021740,1.864572,0.017768,0.351763,0.087398,0.423311,0.042993,,,
2586,21.550000,,,,-0.018049,1.025044,0.021698,1.864501,0.017796,0.351780,0.078497,0.421668,0.041689,,,
2587,21.558333,,,,-0.018030,1.025035,0.021736,1.865025,0.017915,0.351864,0.069712,0.420147,0.040454,,,
2588,21.566667,,,,-0.018036,1.025035,0.021738,1.865013,0.017910,0.351863,0.060720,0.418631,0.039130,,,
2589,21.575000,,,,-0.018112,1.024998,0.021661,1.865003,0.017915,0.351867,0.051848,0.417525,0.037922,,,
2590,21.583333,,,,-0.018109,1.024994,0.021668,1.864929,0.017955,0.351890,0.042711,0.416385,0.036641,,,
2591,21.591667,,,,-0.018035,1.025029,0.021737,1.865047,0.017889,0.351854,0.033578,0.415369,0.035355,,,
2592,21.600000,,,,-0.018038,1.025030,0.021743,1.864567,0.017780,0.351765,0.024169,0.414329,0.033937,,,
2593,21.608333,,,,-0.018030,1.025026,0.021740,1.864618,0.017728,0.351744,0.014823,0.413523,0.032534,,,
2594,21.616667,,,,-0.018110,1.024993,0.021659,1.864551,0.017790,0.351769,0.005437,0.412941,0.031367,,,
2595,21.625000,,,,-0.018056,1.025043,0.021693,1.864577,0.017761,0.351759,-0.003943,0.412535,0.029960,,,
2596,21.633333,,,,-0.018101,1.024979,0.021701,1.864663,0.017739,0.351740,-0.013344,0.412209,0.028649,,,
2597,21.641667,,,,-0.018046,1.025032,0.021740,1.865107,0.017866,0.351835,-0.022825,0.412146,0.027154,,,
2598,21.650000,,,,-0.018049,1.025027,0.021737,1.864573,0.017754,0.351758,-0.032223,0.411953,0.025861,,,
2599,21.658333,,,,-0.018068,1.025041,0.021691,1.864557,0.017775,0.351768,-0.041645,0.412172,0.024509,,,
2600,21.666667,,,,-0.018127,1.024989,0.021665,1.864537,0.017777,0.351771,-0.051013,0.412416,0.023211,,,
2601,21.675000,,,,-0.018066,1.025042,0.021698,1.864596,0.017754,0.351754,-0.060278,0.412920,0.021771,,,
2602,21.683333,,,,-0.018060,1.025028,0.021736,1.864624,0.017752,0.351745,-0.069556,0.413490,0.020489,,,
2603,21.691667,,,,-0.018050,1.025027,0.021734,1.864585,0.017765,0.351758,-0.078694,0.414219,0.019314,,,
2604,21.700000,,,,-0.018070,1.025042,0.021701,1.864580,0.017778,0.351763,-0.087744,0.414906,0.017991,,,
2605,21.708333,,,,-0.018069,1.025043,0.021697,1.864578,0.017752,0.351755,-0.096914,0.415901,0.016520,,,
2606,21.716667,,,,-0.018070,1.025043,0.021701,1.864595,0.017767,0.351760,-0.105681,0.417163,0.015431,,,
2607,21.725000,,,,-0.018115,1.024971,0.021705,1.865027,0.017892,0.351858,-0.114524,0.418216,0.014039,,,
2608,21.733333,,,,-0.018078,1.025040,0.021701,1.865113,0.017864,0.351837,-0.123060,0.419590,0.012671,,,
2609,21.741667,,,,-0.018079,1.025032,0.021693,1.864674,0.017706,0.351729,-0.131653,0.421087,0.011471,,,
2610,21.750000,,,,-0.018089,1.025036,0.021698,1.864558,0.017772,0.351766,-0.140102,0.422596,0.010099,,,
2611,21.758333,,,,-0.018135,1.024991,0.021665,1.865109,0.017848,0.351832,-0.148265,0.424094,0.009016,,,
2612,21.766667,,,,-0.018063,1.025029,0.021737,1.864596,0.017747,0.351754,-0.156252,0.425764,0.007906,,,
2613,21.775000,,,,-0.018079,1.025038,0.021695,1.864513,0.017804,0.351782,-0.163951,0.427584,0.006821,,,
2614,21.783333,,,,-0.018126,1.024970,0.021706,1.865021,0.017911,0.351861,-0.171581,0.429440,0.005802,,,
2615,21.791667,,,,-0.018067,1.025025,0.021732,1.865147,0.017831,0.351824,-0.179080,0.431295,0.004487,,,
2616,21.800000,,,,-0.018087,1.025039,0.021696,1.864571,0.017763,0.351762,-0.186540,0.433143,0.003439,,,
2617,21.808333,,,,-0.018086,1.025049,0.021697,1.865071,0.017895,0.351850,-0.193394,0.435109,0.002425,,,
2618,21.816667,,,,-0.018072,1.025025,0.021737,1.864588,0.017734,0.351748,-0.200088,0.437240,0.001674,,,
2619,21.825000,,,,-0.018085,1.025038,0.021697,1.865148,0.017833,0.351822,-0.206932,0.439012,0.000572,,,
2620,21.833333,,,,-0.018086,1.025045,0.021694,1.864588,0.017744,0.351754,-0.213249,0.440934,-0.000316,,,
2621,21.841667,,,,-0.018091,1.025046,0.021699,1.864580,0.017757,0.351756,-0.219366,0.442922,-0.001228,,,
2622,21.850000,,,,-0.018086,1.025043,0.021693,1.865100,0.017849,0.351831,-0.225254,0.444963,-0.002175,,,
2623,21.858333,,,,-0.018085,1.025046,0.021704,1.865058,0.017871,0.351848,-0.230977,0.446991,-0.003024,,,
2624,21.866667,,,,-0.018089,1.025048,0.021694,1.865079,0.017877,0.351842,-0.236337,0.448931,-0.003769,,,
2625,21.875000,,,,-0.018090,1.025052,0.021693,1.864594,0.017737,0.351751,-0.241422,0.450797,-0.004565,,,
2626,21.883333,,,,-0.018092,1.025045,0.021695,1.864521,0.017795,0.351777,-0.246384,0.452737,-0.005270,,,
2627,21.891667,,,,-0.018091,1.025042,0.021693,1.864554,0.017772,0.351765,-0.251061,0.454690,-0.005949,,,
2628,21.900000,,,,-0.018089,1.025047,0.021695,1.864572,0.017759,0.351760,-0.255432,0.456439,-0.006563,,,
2629,21.908333,,,,-0.018088,1.025046,0.021695,1.865094,0.017862,0.351839,-0.259544,0.458056,-0.007224,,,
2630,21.916667,,,,-0.018100,1.025041,0.021695,1.865073,0.017870,0.351842,-0.263419,0.459744,-0.007820,,,
2631,21.925000,,,,-0.018095,1.025041,0.021695,1.865096,0.017861,0.351838,-0.266970,0.461326,-0.008305,,,
2632,21.933333,,,,-0.018092,1.025047,0.021693,1.865142,0.017826,0.351817,-0.270396,0.462823,-0.008860,,,
2633,21.941667,,,,-0.018090,1.025046,0.021699,1.864537,0.017780,0.351770,-0.273373,0.464127,-0.009246,,,
2634,21.950000,,,,-0.018093,1.025045,0.021702,1.864681,0.017708,0.351728,-0.276149,0.465346,-0.009676,,,
2635,21.958333,,,,-0.018154,1.024988,0.021663,1.865089,0.017864,0.351841,-0.278663,0.466525,-0.009981,,,
2636,21.966667,,,,-0.018094,1.025046,0.021699,1.864552,0.017770,0.351767,-0.280891,0.467555,-0.010292,,,
2637,21.975000,,,,-0.018153,1.024997,0.021657,1.865131,0.017852,0.351831,-0.282903,0.468532,-0.010577,,,
2638,21.983333,,,,-0.018153,1.025002,0.021660,1.864500,0.017802,0.351783,-0.284559,0.469320,-0.010856,,,
2639,21.991667,,,,-0.018094,1.025043,0.021689,1.865147,0.017833,0.351822,-0.285928,0.469911,-0.010933,,,
2640,22.000000,,,,-0.018149,1.024996,0.021662,1.865056,0.017900,0.351853,-0.287194,0.470561,-0.011170,,,
2641,22.008333,,,,-0.018143,1.024996,0.021656,1.864572,0.017754,0.351759,-0.288060,0.470926,-0.011213,,,
2642,22.016667,,,,-0.018092,1.025046,0.021697,1.864554,0.017767,0.351763,-0.288552,0.471155,-0.011266,,,
2643,22.025000,,,,-0.018091,1.025052,0.021701,1.864529,0.017792,0.351777,-0.288933,0.471385,-0.011392,,,
2644,22.033333,,,,-0.018148,1.024996,0.021660,1.864529,0.017785,0.351774,-0.289036,0.471479,-0.011349,,,
2645,22.041667,,,,-0.018088,1.025050,0.021695,1.865065,0.017883,0.351848,-0.288800,0.471323,-0.011331,,,
2646,22.050000,,,,-0.018152,1.024988,0.021662,1.865116,0.017873,0.351836,-0.288290,0.471008,-0.011113,,,
2647,22.058333,,,,-0.018155,1.024999,0.021666,1.865127,0.017850,0.351832,-0.287611,0.470714,-0.011043,,,
2648,22.066667,,,,-0.018089,1.025041,0.021689,1.864707,0.017688,0.351719,-0.286503,0.470194,-0.010790,,,
2649,22.075000,,,,-0.018093,1.025052,0.021694,1.864650,0.017729,0.351742,-0.285344,0.469679,-0.010648,,,
2650,22.083333,,,,-0.018151,1.024995,0.021665,1.864444,0.017834,0.351798,-0.283626,0.468758,-0.010285,,,
2651,22.091667,,,,-0.018086,1.025046,0.021687,1.865007,0.017912,0.351867,-0.281830,0.467983,-0.009992,,,
2652,22.100000,,,,-0.018072,1.025036,0.021732,1.865156,0.017840,0.351822,-0.279713,0.467006,-0.009637,,,
2653,22.108333,,,,-0.018091,1.025046,0.021688,1.864542,0.017762,0.351765,-0.277351,0.465925,-0.009266,,,
2654,22.116667,,,,-0.018089,1.025052,0.021698,1.865080,0.017862,0.351842,-0.274735,0.464738,-0.008812,,,
2655,22.125000,,,,-0.018091,1.025048,0.021696,1.864598,0.017758,0.351756,-0.271807,0.463330,-0.008277,,,
2656,22.133333,,,,-0.018075,1.025026,0.021736,1.865143,0.017839,0.351824,-0.268607,0.461917,-0.007710,,,
2657,22.141667,,,,-0.018083,1.025048,0.021699,1.864606,0.017756,0.351753,-0.265125,0.460404,-0.007117,,,
2658,22.150000,,,,-0.018145,1.024993,0.021655,1.865022,0.017904,0.351861,-0.261491,0.458930,-0.006601,,,
2659,22.158333,,,,-0.018150,1.024993,0.021664,1.864533,0.017787,0.351773,-0.257473,0.457154,-0.005890,,,
2660,22.166667,,,,-0.018074,1.025035,0.021743,1.864621,0.017746,0.351748,-0.253340,0.455476,-0.005290,,,
2661,22.175000,,,,-0.018093,1.025045,0.021699,1.865032,0.017906,0.351860,-0.248874,0.453715,-0.004578,,,
2662,22.183333,,,,-0.018091,1.025046,0.021695,1.865055,0.017868,0.351844,-0.244098,0.451816,-0.003782,,,
2663,22.191667,,,,-0.018144,1.024999,0.021661,1.865039,0.017904,0.351858,-0.239070,0.449851,-0.002843,,,
2664,22.200000,,,,-0.018090,1.025043,0.021692,1.864599,0.017744,0.351753,-0.233950,0.447949,-0.002117,,,
2665,22.208333,,,,-0.018089,1.025039,0.021690,1.865143,0.017833,0.351823,-0.228521,0.446003,-0.001210,,,
2666,22.216667,,,,-0.018155,1.024992,0.021667,1.865042,0.017904,0.351856,-0.222495,0.444345,-0.000129,,,
2667,22.225000,,,,-0.018145,1.024996,0.021657,1.864590,0.017756,0.351756,-0.216721,0.442255,0.000653,,,
2668,22.233333,,,,-0.018147,1.024990,0.021668,1.864567,0.017760,0.351761,-0.210679,0.440274,0.001466,,,
2669,22.241667,,,,-0.018143,1.024986,0.021663,1.864571,0.017772,0.351762,-0.204326,0.438322,0.002519,,,
2670,22.250000,,,,-0.018080,1.025045,0.021693,1.864556,0.017761,0.351760,-0.197788,0.436431,0.003618,,,
2671,22.258333,,,,-0.018143,1.024991,0.021665,1.864599,0.017757,0.351755,-0.191124,0.434404,0.004538,,,
2672,22.266667,,,,-0.018087,1.025032,0.021697,1.865069,0.017869,0.351843,-0.183987,0.432528,0.005760,,,
2673,22.275000,,,,-0.018141,1.024987,0.021665,1.865137,0.017842,0.351826,-0.176853,0.430723,0.006800,,,
2674,22.283333,,,,-0.018140,1.024993,0.021660,1.864480,0.017824,0.351790,-0.169569,0.428766,0.007957,,,
2675,22.291667,,,,-0.018066,1.025019,0.021737,1.865105,0.017848,0.351831,-0.162144,0.427016,0.009167,,,
2676,22.300000,,,,-0.018066,1.025022,0.021736,1.865074,0.017878,0.351848,-0.154272,0.425267,0.010406,,,
2677,22.308333,,,,-0.018080,1.025038,0.021698,1.864569,0.017766,0.351761,-0.146459,0.423840,0.011675,,,
2678,22.316667,,,,-0.018082,1.025040,0.021698,1.865116,0.017856,0.351833,-0.138451,0.422227,0.012854,,,
2679,22.325000,,,,-0.018122,1.024977,0.021702,1.864571,0.017761,0.351761,-0.130336,0.420653,0.014105,,,
2680,22.333333,,,,-0.018076,1.025038,0.021698,1.864508,0.017808,0.351782,-0.122117,0.419466,0.015303,,,
2681,22.341667,,,,-0.018134,1.024991,0.021668,1.865102,0.017861,0.351838,-0.113640,0.417986,0.016680,,,
2682,22.350000,,,,-0.018135,1.024982,0.021659,1.864579,0.017763,0.351760,-0.105082,0.416935,0.018036,,,
2683,22.358333,,,,-0.018072,1.025044,0.021701,1.864506,0.017798,0.351783,-0.096704,0.415851,0.019227,,,
2684,22.366667,,,,-0.018074,1.025028,0.021692,1.865103,0.017862,0.351836,-0.087867,0.414825,0.020666,,,
2685,22.375000,,,,-0.018128,1.024986,0.021662,1.864527,0.017805,0.351781,-0.079076,0.414328,0.021988,,,
2686,22.383333,,,,-0.018068,1.025035,0.021693,1.864611,0.017741,0.351747,-0.070307,0.413486,0.023212,,,
2687,22.391667,,,,-0.018054,1.025025,0.021742,1.864604,0.017731,0.351747,-0.061389,0.412952,0.024576,,,
2688,22.400000,,,,-0.018053,1.025025,0.021740,1.864544,0.017762,0.351764,-0.052511,0.412665,0.025922,,,
