"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.009949021E1,-4.949307861E0,3.960613861E0,7.213499451E0,9.602951879E0
1.010951621E1,-5.018464050E0,4.025129700E0,7.292235718E0,9.724368992E0
1.011954221E1,-5.063220978E0,4.080065460E0,7.366032257E0,9.825557086E0
1.012956821E1,-5.046306152E0,4.070186005E0,7.328759766E0,9.784801459E0
1.013959421E1,-5.001698914E0,4.030368805E0,7.261549530E0,9.694893826E0
1.014961921E1,-4.978048096E0,4.011957092E0,7.235503693E0,9.655530863E0
1.015964521E1,-5.019212494E0,4.026476898E0,7.273225250E0,9.711066667E0
1.016967121E1,-5.119803314E0,4.094884644E0,7.393275604E0,9.881345575E0
1.017969721E1,-5.175637207E0,4.130660248E0,7.506140900E0,1.000958170E1
1.018972221E1,-5.181325378E0,4.115541687E0,7.500602417E0,1.000214240E1
1.019974821E1,-5.195545807E0,4.108955383E0,7.520660706E0,1.002185352E1
1.020977421E1,-5.251379700E0,4.129313049E0,7.597151642E0,1.011656701E1
1.021980021E1,-5.310806122E0,4.152514801E0,7.689359894E0,1.022615746E1
1.022982521E1,-5.341342621E0,4.159550171E0,7.726333008E0,1.027268321E1
1.023985121E1,-5.331762543E0,4.127217407E0,7.698939972E0,1.023402619E1
1.024987721E1,-5.285957794E0,4.070335693E0,7.624544678E0,1.013127159E1
1.025990321E1,-5.296735382E0,4.058659973E0,7.642806702E0,1.014596574E1
1.026992821E1,-5.345384216E0,4.083358612E0,7.723937988E0,1.024237121E1
1.027995421E1,-5.361849976E0,4.076023865E0,7.731272736E0,1.025358395E1
1.028998021E1,-5.351371765E0,4.055366821E0,7.707921295E0,1.022229086E1
1.030000621E1,-5.364095306E0,4.043691101E0,7.722441101E0,1.023528469E1
1.031003221E1,-5.366490326E0,4.024830322E0,7.727680206E0,1.023306010E1
1.032005721E1,-5.374274139E0,3.997137909E0,7.730224915E0,1.022821154E1
1.033008321E1,-5.351521454E0,3.960314484E0,7.697742462E0,1.017733323E1
1.034010921E1,-5.329966278E0,3.931424561E0,7.666756897E0,1.013132770E1
1.035013521E1,-5.360502777E0,3.929478607E0,7.701334991E0,1.017282423E1
1.036016021E1,-5.394631805E0,3.940555573E0,7.749385071E0,1.023147103E1
1.037018621E1,-5.430108032E0,3.942950592E0,7.789351959E0,1.028138787E1
1.038021221E1,-5.484894104E0,3.968846741E0,7.871980133E0,1.038286468E1
1.039023821E1,-5.578898621E0,4.019740906E0,8.014184418E0,1.055980959E1
1.040026321E1,-5.623056793E0,4.026925964E0,8.073760529E0,1.063111045E1
1.041028921E1,-5.610782318E0,4.007316742E0,8.052654419E0,1.060116545E1
1.042031521E1,-5.597909088E0,3.987408142E0,8.049660645E0,1.058456642E1
1.043034121E1,-5.632337494E0,4.007616119E0,8.091124420E0,1.064192215E1
1.044036621E1,-5.676345978E0,4.027375031E0,8.153993683E0,1.072046017E1
1.045039221E1,-5.724096680E0,4.053271179E0,8.220305786E0,1.080591122E1
1.046041821E1,-5.748645630E0,4.071383514E0,8.267158356E0,1.086135340E1
1.047044421E1,-5.761967926E0,4.083807678E0,8.268505554E0,1.087409507E1
1.048046921E1,-5.753435669E0,4.082161102E0,8.260272675E0,1.086269607E1
1.049049521E1,-5.738466797E0,4.070335693E0,8.222251740E0,1.082141661E1
1.050052121E1,-5.730383606E0,4.078269196E0,8.225544891E0,1.082262282E1
1.051054721E1,-5.778433685E0,4.121529236E0,8.291407928E0,1.091442827E1
1.052057321E1,-5.780529327E0,4.126319275E0,8.285270691E0,1.091268713E1
1.053059821E1,-5.741161194E0,4.096381531E0,8.217611389E0,1.082914634E1
1.054062421E1,-5.686225433E0,4.068838806E0,8.151149597E0,1.073917356E1
1.055065021E1,-5.648354187E0,4.046684875E0,8.099207611E0,1.067130392E1
1.056067621E1,-5.620362396E0,4.022884369E0,8.029153290E0,1.059430860E1
1.057070121E1,-5.598956909E0,4.003424835E0,8.012388153E0,1.056286385E1
1.058072721E1,-5.596861267E0,3.985462189E0,7.992778931E0,1.054007969E1
1.059075321E1,-5.585035858E0,3.972588959E0,7.976762238E0,1.051678774E1
1.060077921E1,-5.555996246E0,3.935316467E0,7.951165466E0,1.046789579E1
1.061080421E1,-5.544919281E0,3.902235260E0,7.915539551E0,1.042253982E1
1.062083021E1,-5.558241577E0,3.893403625E0,7.931705933E0,1.043861103E1
1.063085621E1,-5.553152161E0,3.874243469E0,7.927814026E0,1.042580916E1
1.064088221E1,-5.521717529E0,3.814966736E0,7.896080017E0,1.036298293E1
1.065090721E1,-5.510790253E0,3.764970703E0,7.848479004E0,1.030254514E1
1.066093321E1,-5.490582275E0,3.719615021E0,7.822882233E0,1.025570651E1
1.067095921E1,-5.476212158E0,3.680995331E0,7.818391571E0,1.023063405E1
1.068098521E1,-5.477559357E0,3.645519104E0,7.804320831E0,1.020788370E1
1.069101021E1,-5.481151886E0,3.614533539E0,7.798782349E0,1.019455172E1
1.070103621E1,-5.463039551E0,3.571872253E0,7.772137756E0,1.014934470E1
1.071106221E1,-5.456453247E0,3.533701630E0,7.773335266E0,1.013334448E1
1.072108821E1,-5.438789978E0,3.482208710E0,7.738906860E0,1.007952843E1
1.073111421E1,-5.377267914E0,3.423680420E0,7.643405457E0,9.952800852E0
1.074113921E1,-5.306914215E0,3.359164581E0,7.550149384E0,9.821002031E0
1.075116521E1,-5.287304993E0,3.315754852E0,7.526348877E0,9.777308001E0
1.076119121E1,-5.265001373E0,3.277584229E0,7.497309265E0,9.729976570E0
1.077121721E1,-5.265600128E0,3.261866913E0,7.491471405E0,9.720517696E0
1.078124221E1,-5.240602112E0,3.229384460E0,7.463479614E0,9.674521303E0
1.079126821E1,-5.152884521E0,3.165617065E0,7.347321167E0,9.516116783E0
1.080129421E1,-5.084027710E0,3.115022278E0,7.245532837E0,9.383413432E0
1.081132021E1,-5.067561951E0,3.096161499E0,7.239545288E0,9.363621956E0
1.082134521E1,-5.075794830E0,3.108136597E0,7.260651398E0,9.388357949E0
1.083137121E1,-5.094356232E0,3.116070099E0,7.306905212E0,9.436801474E0
1.084139721E1,-5.097350006E0,3.110830994E0,7.313042450E0,9.441442497E0
1.085142321E1,-5.056784363E0,3.092718658E0,7.256909180E0,9.370096458E0
1.086144846E1,-4.986580353E0,3.066972198E0,7.164850616E0,9.252425976E0
1.087147446E1,-4.920417938E0,3.027005310E0,7.059619446E0,9.122033795E0
1.088150046E1,-4.916376343E0,3.036884766E0,7.065008240E0,9.127308850E0
1.089152646E1,-4.976850586E0,3.096161499E0,7.158863068E0,9.252274218E0
1.090155146E1,-5.022954712E0,3.144960022E0,7.251071320E0,9.364768169E0
1.091157746E1,-5.033283234E0,3.173550568E0,7.269333344E0,9.394071033E0
1.092160346E1,-5.004393311E0,3.174149323E0,7.220684509E0,9.341170222E0
1.093162946E1,-4.957540741E0,3.171305237E0,7.151528320E0,9.261681511E0
1.094165546E1,-4.953199768E0,3.211272125E0,7.146139526E0,9.268967943E0
1.095168046E1,-5.006189575E0,3.273692322E0,7.242089996E0,9.392915575E0
1.096170646E1,-5.070256348E0,3.359014893E0,7.351811829E0,9.541468317E0
1.097173246E1,-5.067711639E0,3.393592987E0,7.351213074E0,9.551885064E0
1.098175846E1,-5.001399536E0,3.386258240E0,7.252418518E0,9.438130988E0
1.099178346E1,-4.970713348E0,3.405119019E0,7.206314392E0,9.393284508E0
1.100180946E1,-4.993915100E0,3.463946686E0,7.249275055E0,9.459920903E0
1.101183546E1,-5.068759460E0,3.551813965E0,7.371271362E0,9.625141371E0
1.102186146E1,-5.140011292E0,3.647165680E0,7.479795685E0,9.781046828E0
1.103188646E1,-5.149291992E0,3.697461090E0,7.501201172E0,9.821122418E0
1.104191246E1,-5.132227478E0,3.712879028E0,7.457342377E0,9.784538052E0
1.105193846E1,-5.123096466E0,3.737128601E0,7.452552338E0,9.785335146E0
1.106196446E1,-5.118905182E0,3.772155762E0,7.459438019E0,9.801814368E0
1.107198946E1,-5.155728607E0,3.831731873E0,7.506290588E0,9.879681423E0
1.108201546E1,-5.213059387E0,3.898193665E0,7.602690125E0,1.000863623E1
1.109204146E1,-5.289250946E0,3.974983978E0,7.706873474E0,1.015739002E1
1.110206746E1,-5.359305267E0,4.046535187E0,7.821684723E0,1.030899374E1
1.111209246E1,-5.385949860E0,4.073928223E0,7.857310638E0,1.036063114E1
1.112211846E1,-5.386847992E0,4.086202698E0,7.855364685E0,1.036445551E1
1.113214446E1,-5.423671417E0,4.117038574E0,7.899672546E0,1.042933577E1
1.114217046E1,-5.470523987E0,4.163741455E0,7.970475311E0,1.052577086E1
1.115219646E1,-5.507048035E0,4.196523285E0,8.036188660E0,1.060748386E1
1.116222146E1,-5.541326752E0,4.212989044E0,8.081843719E0,1.066638537E1
1.117224746E1,-5.546865234E0,4.228257294E0,8.073161774E0,1.066873070E1
1.118227346E1,-5.565576324E0,4.234843597E0,8.095315704E0,1.069783513E1
1.119229946E1,-5.590125275E0,4.259093170E0,8.140671387E0,1.075452955E1
1.120232446E1,-5.646557922E0,4.301604767E0,8.213569794E0,1.085588083E1
1.121235046E1,-5.665867767E0,4.311484222E0,8.242609406E0,1.089181177E1
1.122237646E1,-5.633235626E0,4.288432159E0,8.181237030E0,1.081927139E1
1.123240246E1,-5.607489166E0,4.271816711E0,8.144263916E0,1.077132246E1
1.124242746E1,-5.574557648E0,4.248016205E0,8.107141113E0,1.071667260E1
1.125245346E1,-5.540578308E0,4.215683441E0,8.048313446E0,1.064167958E1
1.126247946E1,-5.562582550E0,4.230652313E0,8.063731384E0,1.067073135E1
1.127250546E1,-5.592071228E0,4.260140991E0,8.120613098E0,1.074078298E1
1.128253046E1,-5.640420685E0,4.284240875E0,8.182584229E0,1.082237266E1
1.129255646E1,-5.661077728E0,4.291276245E0,8.205935669E0,1.085358158E1
1.130258246E1,-5.623805237E0,4.268972626E0,8.154143372E0,1.078616553E1
1.131260846E1,-5.567073212E0,4.216132507E0,8.052953796E0,1.065918113E1
1.132263346E1,-5.538931732E0,4.180506592E0,8.010442200E0,1.059828214E1
1.133265946E1,-5.506299591E0,4.160448303E0,7.959697723E0,1.053496337E1
1.134268546E1,-5.525759125E0,4.181105347E0,7.990234222E0,1.057636510E1
1.135271146E1,-5.592071228E0,4.233795776E0,8.096812592E0,1.071236022E1
1.136273746E1,-5.583538971E0,4.217479706E0,8.078251190E0,1.068743116E1
1.137276246E1,-5.529501343E0,4.173620911E0,8.008196869E0,1.058894299E1
1.138278846E1,-5.507048035E0,4.166735229E0,7.969427490E0,1.054519014E1
1.139281446E1,-5.516328735E0,4.180506592E0,7.965385895E0,1.055243529E1
1.140284046E1,-5.520220642E0,4.181554413E0,7.986192627E0,1.057059629E1
1.141286546E1,-5.463638306E0,4.140988770E0,7.892786865E0,1.045443523E1
1.142289146E1,-5.382057953E0,4.091292114E0,7.771239624E0,1.030035845E1
1.143291746E1,-5.328020325E0,4.058809662E0,7.682474213E0,1.019225915E1
1.144294346E1,-5.321134644E0,4.051624603E0,7.679630127E0,1.018365625E1
1.145296846E1,-5.348078613E0,4.089495850E0,7.705825653E0,1.023257886E1
1.146299446E1,-5.367538147E0,4.115092621E0,7.738757172E0,1.027778262E1
1.147302046E1,-5.364544373E0,4.113595734E0,7.734565887E0,1.027246395E1
1.148304646E1,-5.329517212E0,4.088747406E0,7.683072968E0,1.020545047E1
1.149307146E1,-5.287304993E0,4.049978027E0,7.618407440E0,1.011919206E1
1.150309746E1,-5.232219543E0,4.010460205E0,7.521109772E0,1.000135014E1
1.151312346E1,-5.231620789E0,4.004023590E0,7.519014130E0,9.996881237E0
1.152314946E1,-5.299579468E0,4.051774292E0,7.614665222E0,1.012351440E1
1.153317446E1,-5.362598419E0,4.076323242E0,7.697892151E0,1.022894992E1
1.154320046E1,-5.370681610E0,4.070784760E0,7.721542969E0,1.024879190E1
1.155322646E1,-5.340743866E0,4.038601685E0,7.666906586E0,1.017916034E1
1.156325246E1,-5.290598145E0,3.981869659E0,7.578739929E0,1.006394623E1
1.157327746E1,-5.252427521E0,3.929179230E0,7.525151367E0,9.982702409E0
1.158330346E1,-5.257067871E0,3.908073120E0,7.527845764E0,9.978890718E0
1.159332946E1,-5.302124176E0,3.918251953E0,7.592211914E0,1.005519273E1
1.160335546E1,-5.346731415E0,3.905678101E0,7.640860748E0,1.011061874E1
1.161338046E1,-5.375022583E0,3.897145844E0,7.670499115E0,1.014471144E1
1.162340646E1,-5.375022583E0,3.872896271E0,7.677684174E0,1.014085931E1
1.163343246E1,-5.347030792E0,3.819008331E0,7.612419891E0,1.005606780E1
1.164345846E1,-5.287454681E0,3.744762726E0,7.520511017E0,9.926656579E0
1.165348446E1,-5.249882812E0,3.680546265E0,7.444618835E0,9.824970227E0
1.166350946E1,-5.203030243E0,3.618575134E0,7.376959534E0,9.725489277E0
1.167353546E1,-5.168751526E0,3.553909607E0,7.320227509E0,9.640124305E0
1.168356146E1,-5.171745300E0,3.521427155E0,7.313790894E0,9.624912254E0
1.169358746E1,-5.155429230E0,3.487298126E0,7.308252411E0,9.599492282E0
1.170361246E1,-5.149591370E0,3.441044312E0,7.276368713E0,9.555345042E0
1.171363846E1,-5.192402344E0,3.434458008E0,7.323370972E0,9.611883598E0
1.172366446E1,-5.175337830E0,3.388952637E0,7.318431244E0,9.582721821E0
1.173369046E1,-5.116809540E0,3.321293335E0,7.223378906E0,9.454624906E0
1.174371546E1,-5.088518372E0,3.275488586E0,7.177723846E0,9.388373891E0
1.175374146E1,-5.055586853E0,3.223396912E0,7.140601044E0,9.324024311E0
1.176376746E1,-5.062472534E0,3.197351074E0,7.139852600E0,9.318217491E0
1.177379346E1,-5.126988373E0,3.209326172E0,7.253166962E0,9.444268909E0
1.178381846E1,-5.182672577E0,3.219954071E0,7.342830505E0,9.547007861E0
1.179384446E1,-5.213957520E0,3.198997650E0,7.365882568E0,9.574714878E0
1.180387046E1,-5.216651917E0,3.188968506E0,7.381300507E0,9.584705239E0
1.181389646E1,-5.216053162E0,3.178190918E0,7.397915955E0,9.593605608E0
1.182392146E1,-5.235512695E0,3.172652435E0,7.424859924E0,9.623141979E0
1.183394746E1,-5.276078339E0,3.187621307E0,7.500901794E0,9.708834120E0
1.184397346E1,-5.336702271E0,3.218157806E0,7.592960358E0,9.822931222E0
1.185399946E1,-5.410498810E0,3.245101776E0,7.699538727E0,9.954249319E0
1.186402567E1,-5.457351379E0,3.282074890E0,7.756420441E0,1.003577390E1
1.187405067E1,-5.482648773E0,3.303181000E0,7.799381104E0,1.008963765E1
1.188407667E1,-5.491480408E0,3.310515747E0,7.815697174E0,1.010945072E1
1.189410267E1,-5.477110291E0,3.318898315E0,7.815996552E0,1.010463385E1
1.190412867E1,-5.505551147E0,3.349135437E0,7.852969666E0,1.015858918E1
1.191415367E1,-5.538931732E0,3.394491119E0,7.900870056E0,1.022868918E1
1.192417967E1,-5.598956909E0,3.458857269E0,7.989485779E0,1.035103353E1
1.193420567E1,-5.623954926E0,3.496129761E0,8.034392395E0,1.041168831E1
1.194423167E1,-5.608836365E0,3.520978088E0,8.023614807E0,1.040359201E1
1.195425667E1,-5.610183563E0,3.565285950E0,8.050109711E0,1.043981273E1
1.196428267E1,-5.620063019E0,3.612437897E0,8.074658661E0,1.048021605E1
1.197430867E1,-5.598058777E0,3.626658325E0,8.059390411E0,1.046158145E1
1.198433467E1,-5.571563873E0,3.653302917E0,8.023465118E0,1.042904304E1
1.199435967E1,-5.574108582E0,3.693569183E0,8.028404846E0,1.044836945E1
1.200438567E1,-5.623056793E0,3.761677551E0,8.102201385E0,1.055531397E1
1.201441167E1,-5.658083954E0,3.826492767E0,8.173752594E0,1.065205109E1
1.202443767E1,-5.667364655E0,3.850143585E0,8.194409637E0,1.068133779E1
1.203446267E1,-5.657036133E0,3.874842224E0,8.193361816E0,1.068398979E1
1.204448867E1,-5.648204498E0,3.894451447E0,8.185727692E0,1.068059474E1
1.205451467E1,-5.635630646E0,3.910468140E0,8.170758820E0,1.066833602E1
1.206454067E1,-5.605692902E0,3.909719696E0,8.120613098E0,1.061386160E1
1.207456567E1,-5.571414185E0,3.913910980E0,8.091423798E0,1.057499382E1
1.208459167E1,-5.569468231E0,3.926784210E0,8.089627533E0,1.057736660E1
1.209461767E1,-5.545518036E0,3.931873627E0,8.043972473E0,1.053175644E1
1.210464367E1,-5.488486633E0,3.903432770E0,7.983348541E0,1.044481339E1
1.211466867E1,-5.435646515E0,3.884272614E0,7.905510406E0,1.035040683E1
1.212469467E1,-5.401068420E0,3.869303741E0,7.839048615E0,1.027588121E1
1.213472067E1,-5.355413361E0,3.848497009E0,7.771688690E0,1.019267024E1
1.214474667E1,-5.352868652E0,3.857478333E0,7.765551453E0,1.019005060E1
1.215477267E1,-5.355563049E0,3.876039734E0,7.783065033E0,1.021184806E1
1.216479767E1,-5.294190674E0,3.846401367E0,7.698640594E0,1.010407469E1
1.217482367E1,-5.235812073E0,3.810326385E0,7.599546661E0,9.984258845E0
1.218484967E1,-5.218597870E0,3.809278564E0,7.576195221E0,9.957062867E0
1.219487567E1,-5.218298492E0,3.819457397E0,7.566315765E0,9.953292331E0
1.220490067E1,-5.185666351E0,3.807781677E0,7.512577515E0,9.890862335E0
1.221492667E1,-5.140759735E0,3.785178680E0,7.450307007E0,9.811323193E0
1.222495267E1,-5.122647400E0,3.789070587E0,7.425758057E0,9.784705157E0
1.223497867E1,-5.119503937E0,3.795058136E0,7.419022064E0,9.780269690E0
1.224500367E1,-5.096302185E0,3.784579926E0,7.389982452E0,9.742031709E0
1.225502967E1,-5.072801056E0,3.779191132E0,7.344327393E0,9.693025380E0
1.226505567E1,-5.064268799E0,3.784579926E0,7.331753540E0,9.681140101E0
1.227508167E1,-5.059778137E0,3.796405334E0,7.326364746E0,9.679342367E0
1.228510667E1,-5.046755219E0,3.800746307E0,7.308252411E0,9.660536426E0
1.229513267E1,-5.027894440E0,3.789519653E0,7.258256378E0,9.608458115E0
1.230515867E1,-5.011877747E0,3.794908447E0,7.236252136E0,9.585593025E0
1.231518467E1,-4.994513855E0,3.802542572E0,7.215295715E0,9.563733106E0
1.232520967E1,-4.930596771E0,3.775897980E0,7.126979370E0,9.453148947E0
1.233523567E1,-4.913232880E0,3.778442688E0,7.076683960E0,9.407228197E0
1.234526167E1,-4.954546967E0,3.832630005E0,7.144642639E0,9.501710732E0
1.235528767E1,-5.019511871E0,3.899840240E0,7.235952759E0,9.631368836E0
1.236531267E1,-5.097499695E0,3.975582733E0,7.355404358E0,9.792432511E0
1.237533867E1,-5.147196350E0,4.050726471E0,7.423662415E0,9.900140345E0
1.238536467E1,-5.139861603E0,4.059109039E0,7.411687317E0,9.890786236E0
1.239539067E1,-5.119953003E0,4.059258728E0,7.364385681E0,9.845083882E0
1.240541667E1,-5.115162964E0,4.077820129E0,7.368726654E0,9.853509104E0
1.241544167E1,-5.161865845E0,4.134552155E0,7.423961792E0,9.942564519E0
1.242546767E1,-5.226531372E0,4.186494141E0,7.512427826E0,1.006379328E1
1.243549367E1,-5.265749817E0,4.236639862E0,7.571854248E0,1.014939482E1
1.244551967E1,-5.258115692E0,4.253854065E0,7.571255493E0,1.015219015E1
1.245554467E1,-5.246140594E0,4.239783325E0,7.537575531E0,1.011497893E1
1.246557067E1,-5.263504486E0,4.246519318E0,7.543263702E0,1.013105291E1
1.247559667E1,-5.314548340E0,4.285288696E0,7.605833588E0,1.022041231E1
1.248562267E1,-5.377866669E0,4.329297180E0,7.692653046E0,1.033640048E1
1.249564767E1,-5.444777527E0,4.363875275E0,7.774083710E0,1.044630974E1
1.250567367E1,-5.427413635E0,4.327500916E0,7.756121063E0,1.040872215E1
1.251569967E1,-5.380561066E0,4.270319824E0,7.669750671E0,1.029617133E1
1.252572567E1,-5.376669159E0,4.239633636E0,7.662116547E0,1.027575275E1
1.253575067E1,-5.424868927E0,4.246070251E0,7.719896393E0,1.034674421E1
1.254577667E1,-5.466332703E0,4.241579590E0,7.754474487E0,1.039248119E1
1.255580267E1,-5.445825348E0,4.190535736E0,7.721093903E0,1.033599993E1
1.256582867E1,-5.422024841E0,4.132306824E0,7.679779816E0,1.026904723E1
1.257585367E1,-5.457201691E0,4.102668457E0,7.704777832E0,1.029449077E1
1.258587967E1,-5.461243286E0,4.070784760E0,7.705825653E0,1.028475648E1
1.259590567E1,-5.443130951E0,4.009262695E0,7.664511566E0,1.021991191E1
1.260593167E1,-5.417085114E0,3.940256195E0,7.619455261E0,1.014527124E1
1.261595667E1,-5.365592194E0,3.854185181E0,7.536378021E0,1.002204154E1
1.262598267E1,-5.344785461E0,3.787873077E0,7.502548370E0,9.960067577E0
1.263600867E1,-5.373226318E0,3.765270081E0,7.539371796E0,9.994545859E0
1.264603467E1,-5.418881378E0,3.743116150E0,7.594307556E0,1.005229830E1
1.265605967E1,-5.421725464E0,3.703298950E0,7.603438568E0,1.004598468E1
1.266608567E1,-5.397625580E0,3.631897430E0,7.557783508E0,9.972218028E0
1.267611167E1,-5.413941650E0,3.603007507E0,7.593259735E0,9.997500723E0
1.268613767E1,-5.487139435E0,3.605103149E0,7.702382813E0,1.012087787E1
1.269616267E1,-5.539530487E0,3.588936768E0,7.777825928E0,1.020105099E1
1.270618867E1,-5.604196014E0,3.596720581E0,7.877668304E0,1.031508942E1
1.271621467E1,-5.648354187E0,3.590134277E0,7.955805817E0,1.039652900E1
1.272624067E1,-5.665119324E0,3.557651825E0,7.973618774E0,1.040812470E1
1.273626567E1,-5.716761932E0,3.559148712E0,8.051157532E0,1.049619189E1
1.274629167E1,-5.764662323E0,3.569776611E0,8.123457184E0,1.058136066E1
1.275631767E1,-5.786516876E0,3.557202759E0,8.166118469E0,1.062181528E1
1.276634367E1,-5.793851624E0,3.556154938E0,8.183632050E0,1.063892796E1
1.277636867E1,-5.815107422E0,3.560944977E0,8.225844269E0,1.068458316E1
1.278639467E1,-5.856122131E0,3.571572876E0,8.276439056E0,1.074940662E1
1.279642067E1,-5.878725128E0,3.581901398E0,8.322543182E0,1.080065516E1
1.280644667E1,-5.876180420E0,3.591032410E0,8.322992249E0,1.080264829E1
1.281647267E1,-5.846092987E0,3.588038635E0,8.300988007E0,1.076834371E1
1.282649767E1,-5.797743530E0,3.574117584E0,8.217461700E0,1.067308874E1
1.283652367E1,-5.728737030E0,3.547772369E0,8.123157806E0,1.055418445E1
1.284654967E1,-5.712420959E0,3.553610229E0,8.120613098E0,1.054534286E1
1.285657567E1,-5.732628937E0,3.580554199E0,8.134085083E0,1.057576205E1
1.286660329E1,-5.697302399E0,3.587290192E0,8.092172241E0,1.052668785E1
1.287662929E1,-5.662873993E0,3.592978363E0,8.044870605E0,1.047366118E1
1.288665529E1,-5.615422668E0,3.583547974E0,7.974965973E0,1.039109571E1
1.289668129E1,-5.545967102E0,3.562142487E0,7.894882507E0,1.028473529E1
1.290670629E1,-5.510790253E0,3.568728790E0,7.849526825E0,1.023326467E1
1.291673229E1,-5.517975311E0,3.575614471E0,7.856262817E0,1.024470282E1
1.292675829E1,-5.469027100E0,3.573219452E0,7.797435150E0,1.017242103E1
1.293678429E1,-5.406906281E0,3.553759918E0,7.731422424E0,1.008160393E1
1.294680929E1,-5.347330170E0,3.520828400E0,7.641160126E0,9.968826442E0
1.295683529E1,-5.259013824E0,3.484304352E0,7.500752106E0,9.800963492E0
1.296686129E1,-5.233866119E0,3.480113068E0,7.469916229E0,9.762386491E0
1.297688729E1,-5.283263397E0,3.508404236E0,7.542215881E0,9.854277894E0
1.298691229E1,-5.280868378E0,3.518882446E0,7.554789734E0,9.866354566E0
1.299693829E1,-5.227130127E0,3.488944702E0,7.482490082E0,9.771554755E0
1.300696429E1,-5.141508179E0,3.433410187E0,7.360493774E0,9.612506461E0
1.301699029E1,-5.112318878E0,3.414699097E0,7.319029999E0,9.558460878E0
1.302701529E1,-5.114264832E0,3.429218903E0,7.327412567E0,9.571113936E0
1.303704129E1,-5.075345764E0,3.408861237E0,7.291187897E0,9.515297710E0
1.304706729E1,-5.028493195E0,3.383713531E0,7.226971436E0,9.432092939E0
